EmployeeID,Country,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,RemoteWorkDays,OvertimeHours,VacationWeeks,TrainingHoursLastYear,PromotionLastYear,BurnoutRisk,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,PerformanceRating,RelationshipSatisfaction,YearsInCurrentRole,YearsSinceLastPromotion,YearsAtCompany
EMP1200,Denmark,39,Female,Married,IT,Marketing Specialist,54975,3,5,0,3,7,14,0,Low,29,4,3,2,3,1,7,1,0
EMP1201,Sweden,37,Female,Married,HR,Operations Manager,68459,3,4,2,2,6,78,0,Low,1,3,2,2,3,3,2,2,1
EMP1202,Norway,43,Female,Divorced,Finance,Data Analyst,67751,2,4,1,1,7,73,0,Low,18,4,3,2,3,1,7,1,4
EMP1203,Norway,39,Female,Divorced,Operations,Sales Executive,47144,4,3,1,2,8,27,1,Low,10,4,3,1,3,4,3,2,6
EMP1204,Denmark,28,Female,Married,IT,HR Manager,32193,4,5,4,1,6,35,0,Low,19,3,3,2,3,3,2,3,5
EMP1205,Sweden,49,Male,Married,Sales,Marketing Specialist,57856,3,5,0,6,6,53,0,Low,29,2,3,2,3,2,0,0,0
EMP1206,Norway,36,Female,Married,Engineering,Software Engineer,43800,4,4,4,1,6,16,0,Low,27,2,3,3,4,4,4,1,0
EMP1207,Norway,37,Female,Divorced,HR,Software Engineer,57156,2,4,2,1,6,21,0,Low,5,4,4,1,3,1,2,2,0
EMP1208,Sweden,28,Other,Single,IT,Sales Executive,75182,4,4,2,0,7,74,0,Low,18,2,3,1,3,1,1,1,0
EMP1209,Norway,33,Female,Married,Operations,Financial Analyst,61562,4,1,3,2,6,35,1,Medium,9,4,2,2,3,4,2,0,0
EMP1210,Norway,29,Male,Divorced,Sales,Data Analyst,74443,4,4,2,1,7,28,0,Low,1,4,3,3,3,3,2,0,5
EMP1211,Sweden,36,Male,Married,Sales,Marketing Specialist,39827,2,5,1,3,7,54,0,Low,4,4,1,3,3,3,8,9,8
EMP1212,Sweden,55,Male,Single,IT,Operations Manager,71311,5,4,1,1,7,41,0,Low,1,3,2,3,4,3,8,5,2
EMP1213,Sweden,24,Female,Single,HR,Marketing Specialist,80148,4,3,3,5,6,31,0,Medium,20,4,3,2,3,4,7,0,5
EMP1214,Norway,21,Female,Married,HR,Software Engineer,55964,3,4,1,3,8,13,0,Medium,8,2,2,3,3,4,9,4,1
EMP1215,Denmark,52,Male,Single,IT,Software Engineer,89830,3,4,0,3,6,17,0,Low,3,4,3,1,3,3,2,0,18
EMP1216,Norway,35,Female,Single,IT,Sales Executive,42138,4,3,5,0,7,37,1,High,6,4,3,3,3,3,0,0,2
EMP1217,Norway,31,Male,Single,Engineering,Financial Analyst,45417,5,3,5,3,7,33,0,Low,26,3,2,2,3,3,3,0,9
EMP1218,Denmark,48,Female,Single,IT,Financial Analyst,64749,5,3,2,1,6,44,0,Medium,1,3,3,1,3,4,2,1,14
EMP1219,Sweden,31,Male,Single,IT,Sales Executive,55816,4,4,0,5,8,31,0,Low,6,4,2,3,3,4,7,12,10
EMP1220,Denmark,56,Male,Married,Sales,Marketing Specialist,43856,5,2,3,2,6,66,0,Low,3,4,3,2,3,4,2,0,0
EMP1221,Sweden,44,Male,Single,Engineering,Software Engineer,64286,1,4,4,2,7,62,0,Low,5,4,3,2,3,4,11,3,5
EMP1222,Sweden,33,Female,Married,IT,Marketing Specialist,60333,1,4,1,3,7,54,0,Low,4,3,2,1,4,4,2,1,0
EMP1223,Norway,59,Male,Divorced,Sales,Marketing Specialist,46205,5,4,1,7,7,42,0,Low,11,2,3,3,3,3,8,0,0
EMP1224,Norway,31,Male,Divorced,IT,Data Analyst,57835,4,5,4,2,6,21,0,Low,3,1,3,3,3,3,10,5,0
EMP1225,Norway,45,Female,Married,IT,Software Engineer,66385,4,3,5,2,7,67,0,Medium,1,3,1,2,3,4,4,1,12
EMP1226,Norway,40,Male,Married,IT,Financial Analyst,45873,4,4,3,4,7,76,0,Low,3,3,2,1,3,1,0,0,11
EMP1227,Finland,51,Female,Divorced,Engineering,Operations Manager,62754,5,5,1,4,6,28,0,Medium,4,1,3,1,3,3,8,5,1
EMP1228,Norway,53,Female,Married,IT,Marketing Specialist,41994,4,3,2,2,7,39,0,Medium,1,2,3,3,3,4,10,4,3
EMP1229,Denmark,38,Male,Single,IT,Software Engineer,44892,5,3,3,1,7,44,0,Medium,1,3,3,3,3,1,7,0,15
EMP1230,Sweden,30,Female,Single,HR,Marketing Specialist,71673,4,5,1,3,7,9,0,Low,18,3,2,1,3,3,3,0,3
EMP1231,Denmark,42,Male,Single,Engineering,Data Analyst,64206,3,5,1,3,5,76,0,Low,2,3,2,1,3,2,2,2,2
EMP1232,Sweden,31,Female,Married,Finance,HR Manager,30000,5,4,1,6,6,44,1,Low,4,3,3,5,3,4,17,11,3
EMP1233,Sweden,58,Male,Married,HR,Software Engineer,49386,3,3,2,0,5,16,0,Low,6,2,3,1,3,4,2,2,7
EMP1234,Sweden,39,Female,Divorced,IT,Sales Executive,62345,5,4,2,2,6,1,1,Low,1,4,3,5,3,3,0,0,3
EMP1235,Norway,34,Male,Married,HR,HR Manager,57082,4,3,4,1,8,16,0,Low,14,3,3,1,3,3,4,0,7
EMP1236,Denmark,39,Female,Married,Sales,Marketing Specialist,64273,4,4,3,2,5,37,0,Low,16,4,3,4,4,3,13,1,2
EMP1237,Norway,24,Male,Married,Sales,Sales Executive,56739,4,4,5,5,6,36,0,Low,2,1,3,1,4,1,7,1,1
EMP1238,Norway,28,Male,Single,Finance,Sales Executive,53011,2,5,4,1,7,62,0,Low,2,1,2,5,3,4,7,15,1
EMP1239,Sweden,50,Male,Married,Finance,Sales Executive,52552,3,1,1,4,5,4,0,Medium,4,3,3,1,3,1,3,1,0
EMP1240,Norway,31,Male,Single,IT,Software Engineer,71367,5,4,2,6,5,24,0,Low,1,4,2,1,3,4,2,1,3
EMP1241,Finland,27,Female,Divorced,Finance,Financial Analyst,65424,5,3,2,2,7,72,0,High,1,3,3,1,3,3,2,1,0
EMP1242,Finland,43,Male,Married,IT,Marketing Specialist,61071,3,4,0,2,7,21,1,Low,26,3,3,2,3,1,2,2,8
EMP1243,Finland,49,Female,Divorced,Engineering,HR Manager,56332,5,4,5,4,7,62,1,Low,19,3,3,2,3,1,0,0,2
EMP1244,Norway,45,Female,Divorced,Operations,Data Analyst,46767,5,3,0,1,7,34,0,Low,24,1,3,2,3,1,8,4,7
EMP1245,Norway,47,Female,Married,Operations,Financial Analyst,50398,4,4,2,3,6,54,0,Low,1,3,4,5,3,3,0,1,15
EMP1246,Finland,30,Male,Divorced,Engineering,Marketing Specialist,70970,1,4,2,2,7,19,0,Low,3,2,3,3,3,1,2,2,9
EMP1247,Sweden,23,Male,Married,Sales,Software Engineer,69557,5,5,2,7,5,4,0,High,5,3,2,1,3,3,2,0,15
EMP1248,Finland,53,Female,Married,Engineering,Sales Executive,45271,4,4,3,1,6,38,0,Medium,2,4,2,2,3,2,9,5,4
EMP1249,Finland,34,Male,Married,Finance,Data Analyst,56498,5,5,2,3,6,62,0,Low,1,3,2,1,3,1,1,0,0
EMP1250,Denmark,35,Male,Married,Sales,Marketing Specialist,62477,5,4,1,3,6,31,0,Low,7,1,4,2,3,4,2,0,13
EMP1251,Norway,51,Female,Divorced,HR,HR Manager,61497,5,3,1,5,6,62,0,Low,10,1,3,3,3,2,0,0,10
EMP1252,Norway,43,Female,Single,HR,Marketing Specialist,61382,4,4,5,5,7,73,0,Low,2,3,3,3,4,4,6,11,9
EMP1253,Denmark,42,Female,Single,Engineering,Financial Analyst,38318,3,4,1,3,7,39,1,Low,15,3,3,1,3,1,5,1,5
EMP1254,Norway,59,Male,Single,Finance,Operations Manager,37427,3,4,1,4,6,16,0,Low,17,4,4,2,3,3,2,0,4
EMP1255,Norway,31,Female,Divorced,Finance,Financial Analyst,72552,3,4,2,2,7,78,0,Low,20,4,3,2,3,4,2,0,0
EMP1256,Sweden,47,Male,Married,Operations,Marketing Specialist,77635,1,4,1,4,7,72,0,Low,1,1,3,2,3,4,2,1,6
EMP1257,Finland,38,Male,Divorced,IT,Data Analyst,32777,4,3,2,2,6,31,0,Low,2,4,2,1,3,3,6,7,0
EMP1258,Sweden,40,Female,Divorced,HR,Marketing Specialist,54583,4,3,3,4,6,22,0,Medium,2,1,3,5,3,4,7,3,1
EMP1259,Sweden,53,Male,Married,Operations,Marketing Specialist,67210,5,4,3,0,6,74,0,Low,1,3,3,1,3,2,0,0,4
EMP1260,Norway,43,Male,Single,Sales,Software Engineer,30000,2,4,3,3,6,59,0,Medium,29,3,2,1,3,2,4,1,3
EMP1261,Sweden,43,Male,Married,Sales,HR Manager,38899,4,4,1,3,7,76,1,Low,7,2,4,1,4,3,1,0,0
EMP1262,Finland,48,Female,Married,IT,Data Analyst,53617,1,4,2,3,5,55,0,Low,2,4,2,2,3,4,7,7,8
EMP1263,Norway,34,Female,Single,Finance,Marketing Specialist,46041,2,3,0,1,6,8,0,Low,2,4,2,2,3,4,2,0,10
EMP1264,Sweden,29,Female,Married,Engineering,Sales Executive,58137,2,4,0,4,6,68,0,Low,2,3,1,4,3,2,7,7,5
EMP1265,Denmark,27,Female,Single,Sales,HR Manager,77057,4,4,2,0,7,61,1,Medium,2,1,3,1,3,3,0,0,3
EMP1266,Denmark,20,Male,Married,Sales,Financial Analyst,42208,2,4,1,4,5,63,0,Low,2,1,2,2,3,2,0,0,16
EMP1267,Sweden,58,Male,Married,IT,Data Analyst,55754,4,4,3,2,7,21,0,Low,23,2,2,2,4,2,0,7,0
EMP1268,Denmark,26,Male,Divorced,IT,Financial Analyst,49828,3,4,3,6,5,31,1,Low,5,2,4,2,3,4,3,1,6
EMP1269,Norway,35,Male,Married,Operations,Marketing Specialist,57045,5,4,4,2,7,46,1,Medium,20,3,3,4,3,2,7,4,0
EMP1270,Norway,35,Male,Married,Finance,Financial Analyst,55087,5,5,3,4,8,1,0,Low,6,4,3,1,3,3,13,10,2
EMP1271,Denmark,41,Female,Single,Sales,Financial Analyst,94557,5,4,0,3,6,51,0,Low,1,4,3,5,3,3,10,4,4
EMP1272,Denmark,46,Male,Married,IT,Software Engineer,77343,5,4,2,6,7,13,0,Medium,29,1,3,3,3,4,7,9,6
EMP1273,Denmark,46,Male,Married,Sales,Financial Analyst,31285,5,4,1,3,7,36,0,Low,9,4,3,1,4,4,2,0,0
EMP1274,Finland,32,Male,Married,Operations,Sales Executive,41497,5,4,2,2,7,26,0,Low,6,3,3,2,3,2,4,0,1
EMP1275,Sweden,36,Male,Single,Sales,Sales Executive,43332,4,4,1,2,7,23,0,Low,3,4,2,1,3,1,2,1,3
EMP1276,Sweden,40,Female,Divorced,IT,HR Manager,36485,3,4,0,3,6,63,0,Low,1,1,3,3,3,1,2,0,3
EMP1277,Denmark,35,Male,Divorced,Sales,Marketing Specialist,34474,3,4,2,2,6,69,0,Low,22,2,4,3,3,2,7,6,5
EMP1278,Sweden,54,Male,Divorced,Engineering,Operations Manager,52324,3,2,3,2,8,25,1,High,7,1,4,2,4,3,0,7,1
EMP1279,Denmark,42,Female,Divorced,HR,Financial Analyst,43904,4,5,3,4,6,53,0,Low,1,3,3,2,4,1,5,1,3
EMP1280,Denmark,45,Male,Divorced,Engineering,Financial Analyst,41638,4,4,2,3,8,14,0,Low,4,1,3,5,3,1,4,1,1
EMP1281,Denmark,44,Male,Married,Sales,Data Analyst,85307,5,4,2,7,7,28,1,Low,3,3,3,4,3,4,3,1,1
EMP1282,Norway,49,Male,Married,Engineering,Software Engineer,44936,5,4,2,6,6,73,0,Medium,1,2,3,2,4,3,16,11,4
EMP1283,Norway,39,Female,Single,Sales,Operations Manager,48352,4,2,3,4,7,27,0,Medium,2,2,3,2,3,1,7,0,5
EMP1284,Norway,25,Other,Married,IT,HR Manager,66121,4,2,0,4,7,58,0,Medium,20,2,3,2,3,4,7,0,0
EMP1285,Sweden,41,Female,Married,Finance,Operations Manager,48302,5,3,3,3,6,72,0,Low,11,1,3,2,3,3,3,3,0
EMP1286,Norway,31,Male,Single,IT,Financial Analyst,37514,3,4,2,3,5,20,0,Low,1,4,3,1,3,2,12,5,4
EMP1287,Sweden,32,Female,Divorced,Operations,Data Analyst,51130,4,5,1,5,7,9,0,Low,24,4,3,1,4,4,0,0,1
EMP1288,Sweden,43,Male,Divorced,Engineering,Marketing Specialist,85131,3,4,0,1,8,3,0,Low,23,4,3,2,3,2,2,1,2
EMP1289,Norway,50,Male,Divorced,Sales,Software Engineer,47778,4,4,1,5,7,61,0,Medium,16,1,3,1,3,4,2,0,2
EMP1290,Sweden,38,Male,Single,Finance,Marketing Specialist,41323,3,4,2,2,6,3,0,Low,8,4,3,1,4,4,3,0,0
EMP1291,Norway,41,Male,Single,IT,HR Manager,61303,5,3,3,8,6,5,0,Low,10,3,3,5,3,4,2,1,0
EMP1292,Norway,55,Female,Single,Engineering,Operations Manager,50411,4,3,2,5,8,79,0,Low,3,3,3,2,3,4,0,7,9
EMP1293,Denmark,40,Female,Divorced,HR,HR Manager,96084,3,4,2,3,5,71,0,Low,5,4,3,1,3,3,2,2,6
EMP1294,Norway,64,Female,Single,IT,Financial Analyst,43196,3,5,5,3,7,15,1,Low,4,4,2,2,3,2,7,7,5
EMP1295,Norway,43,Female,Married,Sales,HR Manager,81005,4,4,1,2,6,37,0,Low,9,2,3,1,3,3,2,1,3
EMP1296,Sweden,20,Female,Married,IT,Marketing Specialist,72450,5,4,1,2,6,48,0,Low,26,3,3,4,3,4,4,4,6
EMP1297,Denmark,45,Male,Single,Finance,Data Analyst,49279,4,5,2,2,6,60,0,Low,3,3,3,1,3,3,0,0,13
EMP1298,Norway,41,Male,Married,HR,HR Manager,54947,4,2,3,6,6,64,0,Low,16,3,3,3,3,3,9,6,5
EMP1299,Sweden,50,Female,Married,IT,Sales Executive,39551,3,4,3,0,7,49,0,Low,18,3,4,1,3,4,0,0,1
EMP1300,Norway,44,Male,Divorced,Operations,Data Analyst,46923,4,4,2,1,6,16,0,Low,2,4,1,2,3,4,1,1,4
EMP1301,Norway,36,Female,Single,IT,Operations Manager,49173,4,4,5,3,6,27,0,Low,2,4,3,4,3,2,10,0,2
EMP1302,Sweden,25,Male,Single,IT,Software Engineer,57367,4,3,3,6,6,43,0,Low,10,4,2,1,3,1,0,0,4
EMP1303,Sweden,35,Male,Single,IT,Software Engineer,33809,3,4,0,3,8,11,0,Low,16,2,4,2,3,3,3,0,3
EMP1304,Sweden,29,Male,Married,Engineering,Financial Analyst,59672,4,4,3,4,7,69,0,Low,7,2,4,2,3,2,7,7,9
EMP1305,Denmark,32,Male,Divorced,HR,Financial Analyst,52811,4,3,0,1,5,70,0,Medium,1,3,4,3,3,1,10,3,5
EMP1306,Finland,43,Male,Married,Sales,Sales Executive,60971,5,4,3,4,5,71,0,Low,24,2,3,2,3,3,8,0,1
EMP1307,Sweden,54,Female,Married,IT,Operations Manager,63209,5,3,1,2,7,2,1,Medium,7,4,2,2,3,3,8,4,0
EMP1308,Norway,41,Male,Married,IT,Marketing Specialist,51610,4,5,3,5,7,48,0,Low,25,1,2,3,3,3,8,0,2
EMP1309,Denmark,26,Female,Divorced,HR,Software Engineer,62322,4,4,2,3,6,20,1,Low,1,4,1,2,3,4,3,1,0
EMP1310,Norway,42,Male,Married,Engineering,Software Engineer,53692,3,5,4,2,6,7,0,Low,5,3,3,1,3,3,2,0,1
EMP1311,Sweden,49,Male,Married,Engineering,Software Engineer,66152,5,4,2,5,7,63,0,Low,2,1,2,2,3,4,2,1,2
EMP1312,Norway,31,Male,Divorced,IT,Marketing Specialist,59741,4,3,3,1,7,58,0,Medium,7,1,3,3,3,1,9,9,2
EMP1313,Norway,36,Female,Divorced,Sales,Software Engineer,57715,3,2,1,3,7,29,0,Low,2,3,3,1,3,2,2,2,19
EMP1314,Finland,38,Male,Married,Operations,HR Manager,53463,3,3,5,1,6,31,0,Low,5,4,3,3,3,2,6,8,1
EMP1315,Denmark,30,Female,Married,Finance,Operations Manager,74437,5,3,3,4,6,74,0,Medium,10,3,3,4,3,4,9,11,1
EMP1316,Sweden,44,Male,Single,Engineering,Data Analyst,61077,2,4,1,2,6,19,0,Low,10,3,3,1,3,1,7,1,0
EMP1317,Sweden,36,Female,Single,IT,Data Analyst,35178,4,1,5,3,6,15,0,Low,1,3,2,4,3,4,1,0,3
EMP1318,Norway,42,Male,Married,Operations,Sales Executive,47920,4,4,2,3,8,24,0,Low,8,3,2,2,3,1,2,7,0
EMP1319,Norway,29,Female,Single,Engineering,HR Manager,51571,1,4,3,2,5,59,0,Low,5,3,3,1,3,2,3,1,4
EMP1320,Norway,33,Female,Married,Operations,Software Engineer,54983,3,4,3,4,7,44,0,Low,8,3,2,2,3,4,12,11,0
EMP1321,Sweden,45,Female,Single,Sales,Software Engineer,57650,5,4,0,1,7,8,0,Low,2,4,3,2,3,1,4,0,4
EMP1322,Denmark,34,Male,Divorced,Finance,Financial Analyst,40836,5,4,5,3,6,50,0,Low,7,4,3,2,3,4,7,1,8
EMP1323,Sweden,55,Male,Single,Operations,Financial Analyst,53980,3,5,2,3,7,60,1,Low,2,1,4,2,3,3,7,0,0
EMP1324,Norway,34,Male,Married,Finance,Sales Executive,50288,5,3,1,2,7,39,0,Low,2,1,1,1,3,4,2,2,2
EMP1325,Finland,40,Female,Married,Finance,Software Engineer,71271,4,4,4,5,8,60,0,Low,28,4,3,2,3,4,8,1,3
EMP1326,Denmark,47,Female,Married,Engineering,Sales Executive,40073,4,4,3,4,6,66,0,Low,7,3,2,3,4,1,9,8,7
EMP1327,Sweden,23,Female,Married,Engineering,HR Manager,54739,4,4,0,2,5,79,0,Low,7,3,2,5,3,1,9,13,3
EMP1328,Sweden,20,Male,Married,Operations,Data Analyst,44719,5,4,1,6,6,75,0,Low,3,4,3,2,3,1,0,0,4
EMP1329,Sweden,22,Male,Single,IT,Software Engineer,82944,4,4,3,5,6,14,0,Low,10,2,2,2,3,3,7,0,7
EMP1330,Norway,50,Male,Married,Engineering,Operations Manager,73849,3,4,0,1,6,52,0,Low,5,4,3,5,3,2,2,1,4
EMP1331,Norway,32,Female,Divorced,Engineering,Marketing Specialist,30364,5,4,5,2,7,3,0,Low,10,3,2,2,3,2,7,0,2
EMP1332,Denmark,63,Female,Married,IT,HR Manager,43056,4,5,3,1,6,22,0,Medium,1,3,3,2,3,4,4,1,0
EMP1333,Norway,32,Female,Single,Finance,Software Engineer,68063,2,5,2,2,8,26,0,Low,20,4,3,2,3,4,3,0,6
EMP1334,Norway,39,Male,Married,Finance,Marketing Specialist,61859,4,4,2,4,6,36,0,Low,7,3,3,3,3,1,0,0,10
EMP1335,Norway,53,Female,Married,Finance,Operations Manager,61388,4,3,2,3,7,76,0,Low,8,4,3,2,3,1,9,9,17
EMP1336,Norway,58,Female,Married,Operations,Financial Analyst,57862,5,5,2,3,6,42,1,Low,1,2,1,2,4,3,3,0,13
EMP1337,Denmark,58,Male,Married,Sales,Sales Executive,69267,4,5,3,6,6,36,0,Low,8,2,1,1,3,4,7,0,7
EMP1338,Denmark,50,Female,Single,Engineering,Financial Analyst,66714,3,3,5,1,7,28,0,Low,9,2,2,1,3,3,2,2,5
EMP1339,Sweden,48,Female,Divorced,Operations,Data Analyst,50641,4,4,2,2,6,28,0,Low,5,4,2,2,3,3,9,1,7
EMP1340,Norway,43,Female,Married,Finance,Financial Analyst,37011,4,5,2,7,7,48,0,Low,8,2,3,2,3,1,7,0,2
EMP1341,Sweden,45,Female,Divorced,Engineering,Software Engineer,30000,3,4,1,0,7,74,0,Low,5,4,3,2,3,3,2,0,4
EMP1342,Sweden,32,Male,Divorced,HR,Operations Manager,53445,4,3,3,2,7,50,0,Medium,15,3,2,3,3,2,10,2,2
EMP1343,Norway,29,Male,Single,Engineering,Financial Analyst,30000,5,4,3,2,7,49,0,Low,7,3,3,3,3,3,9,4,1
EMP1344,Sweden,37,Female,Divorced,IT,Software Engineer,58764,1,5,3,6,6,27,0,Low,10,4,2,2,3,1,7,1,7
EMP1345,Norway,36,Male,Single,Operations,Data Analyst,50379,4,5,0,2,7,73,0,Low,5,3,3,3,3,4,6,0,3
EMP1346,Sweden,33,Female,Divorced,IT,Marketing Specialist,84158,3,4,4,3,5,4,0,Medium,26,3,3,1,3,3,2,0,1
EMP1347,Sweden,44,Female,Single,Finance,Operations Manager,60146,3,4,2,4,6,55,0,Low,6,4,2,2,3,4,4,1,1
EMP1348,Norway,47,Female,Single,Engineering,Financial Analyst,54561,3,3,3,3,5,63,0,Low,4,2,3,2,3,1,0,0,9
EMP1349,Norway,38,Other,Single,Finance,Sales Executive,30757,3,5,3,3,6,16,0,Low,23,1,3,4,3,2,0,0,5
EMP1350,Sweden,52,Male,Married,Sales,Sales Executive,36065,5,3,3,2,6,54,0,High,2,4,3,2,3,1,3,0,3
EMP1351,Sweden,26,Male,Divorced,HR,Operations Manager,65220,3,5,2,0,8,8,0,Low,2,3,3,1,3,3,2,1,2
EMP1352,Denmark,36,Male,Married,Engineering,Sales Executive,50303,4,4,3,2,7,67,1,Medium,2,3,3,1,3,3,0,0,2
EMP1353,Sweden,30,Male,Married,IT,Financial Analyst,93030,2,5,0,6,8,72,0,Low,29,1,3,3,4,2,0,0,0
EMP1354,Norway,20,Male,Divorced,IT,Financial Analyst,53754,5,3,3,4,5,78,0,Low,6,3,4,2,3,1,7,6,3
EMP1355,Norway,37,Male,Married,Finance,Operations Manager,57533,4,4,0,4,7,15,0,Low,25,4,3,2,3,2,2,2,7
EMP1356,Sweden,36,Female,Married,HR,Financial Analyst,35246,4,3,2,3,6,15,0,High,1,3,3,2,3,2,7,7,2
EMP1357,Norway,53,Female,Single,IT,Marketing Specialist,69211,3,4,1,4,6,12,1,High,2,1,2,2,4,2,0,0,2
EMP1358,Sweden,44,Male,Single,Finance,Software Engineer,41114,4,5,4,1,7,77,0,Low,1,1,2,1,3,3,2,1,0
EMP1359,Finland,27,Male,Single,Finance,Data Analyst,62866,3,4,2,3,8,72,0,Low,1,4,3,2,3,2,0,0,3
EMP1360,Sweden,56,Female,Married,IT,Marketing Specialist,67176,5,4,3,1,6,62,0,Low,3,1,2,3,3,1,9,1,0
EMP1361,Norway,50,Male,Married,Sales,Marketing Specialist,56427,4,2,3,3,8,40,0,Low,1,4,3,2,3,3,2,1,4
EMP1362,Sweden,43,Male,Married,Engineering,Sales Executive,81354,4,5,4,0,7,52,0,Medium,10,4,4,1,3,3,7,1,3
EMP1363,Sweden,35,Male,Single,IT,Software Engineer,45839,4,4,1,3,8,67,0,Low,9,1,3,1,4,3,2,2,9
EMP1364,Sweden,28,Female,Single,Sales,Operations Manager,80133,3,4,3,0,7,73,0,Low,5,4,3,1,3,2,0,0,4
EMP1365,Finland,34,Male,Married,Sales,Sales Executive,35935,4,4,2,4,8,8,0,Low,10,3,3,1,4,2,4,0,1
EMP1366,Norway,48,Female,Married,HR,Software Engineer,66985,4,4,0,1,7,50,0,Low,7,3,3,2,3,3,0,0,3
EMP1367,Finland,56,Male,Single,Engineering,Financial Analyst,52863,4,4,1,2,6,47,0,Low,4,1,3,2,3,3,7,7,6
EMP1368,Finland,53,Female,Single,HR,Operations Manager,44378,4,4,1,3,6,79,1,Low,10,4,2,3,3,4,3,1,0
EMP1369,Norway,33,Male,Married,Sales,Operations Manager,30080,3,4,0,2,6,48,0,Low,22,3,2,2,3,1,4,1,4
EMP1370,Norway,26,Male,Single,IT,Sales Executive,51089,3,5,2,7,7,17,1,Low,9,3,2,1,3,4,2,2,12
EMP1371,Norway,39,Female,Single,Sales,Financial Analyst,50142,5,5,0,5,7,9,0,Medium,12,3,4,1,3,4,0,0,1
EMP1372,Norway,20,Female,Single,Sales,Sales Executive,57593,4,2,2,1,7,53,0,Low,23,4,3,1,3,4,2,1,4
EMP1373,Norway,41,Female,Single,IT,HR Manager,65872,4,4,1,1,7,78,0,Low,9,3,2,2,3,3,1,0,8
EMP1374,Sweden,36,Female,Divorced,Finance,Software Engineer,42873,5,2,1,3,6,14,0,High,1,4,3,1,3,2,2,0,3
EMP1375,Norway,33,Female,Single,Operations,HR Manager,81374,1,3,5,3,6,10,0,Medium,9,2,3,2,3,4,5,0,6
EMP1376,Norway,22,Female,Single,HR,Software Engineer,46921,5,4,2,3,6,39,0,Low,7,2,2,3,4,3,2,0,1
EMP1377,Denmark,43,Female,Married,Sales,Data Analyst,64032,5,5,1,4,7,46,0,Low,14,3,3,2,3,3,7,0,1
EMP1378,Norway,32,Male,Married,Operations,Marketing Specialist,56352,5,3,2,2,6,19,0,Low,2,4,3,1,3,2,2,2,5
EMP1379,Denmark,26,Male,Single,Engineering,Operations Manager,52019,5,4,1,2,6,21,0,Low,19,1,4,2,3,2,2,0,6
EMP1380,Norway,20,Male,Single,Sales,Sales Executive,55600,3,5,0,4,6,47,1,Low,2,3,3,4,3,3,4,1,13
EMP1381,Norway,37,Female,Divorced,Engineering,Data Analyst,40895,3,5,0,1,5,15,0,Low,10,4,3,2,3,4,2,0,1
EMP1382,Sweden,55,Male,Married,Engineering,Data Analyst,49186,4,4,5,3,6,4,0,Low,2,3,3,1,3,1,0,0,3
EMP1383,Sweden,54,Male,Single,HR,Operations Manager,34903,3,4,3,5,6,64,0,Low,3,3,3,1,4,3,4,0,1
EMP1384,Denmark,33,Female,Married,HR,Operations Manager,46760,3,4,3,4,8,73,0,Low,11,1,3,1,3,4,1,1,0
EMP1385,Denmark,31,Female,Married,Finance,Software Engineer,47999,4,3,5,5,6,20,0,High,2,2,2,3,3,2,9,9,2
EMP1386,Denmark,42,Female,Single,Operations,HR Manager,67678,3,3,5,3,7,60,0,Medium,4,3,3,1,4,3,0,0,2
EMP1387,Norway,28,Male,Divorced,Sales,Financial Analyst,50021,5,3,3,1,6,76,0,Medium,14,4,3,1,3,3,7,12,1
EMP1388,Norway,41,Female,Divorced,IT,Software Engineer,48278,5,4,3,6,7,54,0,Low,2,4,3,2,3,3,4,1,1
EMP1389,Denmark,45,Male,Divorced,Engineering,Financial Analyst,58300,5,5,2,6,7,23,0,Medium,1,2,3,1,3,2,2,1,2
EMP1390,Denmark,50,Male,Single,HR,Data Analyst,57712,4,4,1,5,7,22,0,Low,10,3,3,2,3,4,0,0,22
EMP1391,Finland,36,Male,Divorced,IT,Financial Analyst,46134,5,4,2,3,7,10,0,Low,12,1,2,4,3,3,10,3,7
EMP1392,Sweden,35,Male,Married,Sales,HR Manager,60913,5,4,2,4,7,46,0,Low,2,2,2,2,4,2,0,0,0
EMP1393,Norway,29,Male,Married,HR,Software Engineer,52320,4,3,5,2,8,1,0,Low,5,1,3,5,3,3,2,1,10
EMP1394,Denmark,29,Female,Married,Engineering,Operations Manager,46110,3,4,2,2,7,69,0,Low,4,3,3,2,3,1,2,1,5
EMP1395,Norway,35,Male,Married,IT,HR Manager,47567,5,5,3,1,7,52,0,Low,7,2,3,2,3,2,10,3,11
EMP1396,Finland,41,Female,Married,Engineering,Marketing Specialist,69240,5,3,2,3,6,10,0,Medium,21,4,3,1,4,1,2,1,2
EMP1397,Denmark,47,Female,Divorced,Sales,HR Manager,48018,4,2,1,3,8,14,1,High,8,3,3,2,3,4,2,0,3
EMP1398,Sweden,29,Male,Single,IT,Marketing Specialist,58916,1,4,2,4,7,72,0,Low,4,2,2,2,3,2,4,1,11
EMP1399,Denmark,52,Female,Married,Operations,Software Engineer,35763,4,4,2,6,6,11,1,Low,25,2,3,2,3,1,11,10,1
EMP1400,Denmark,35,Male,Married,Sales,Operations Manager,71729,2,4,2,4,7,35,1,Low,1,4,2,1,3,3,2,3,12
